Player,Pos,Age,Tm,G2019,GS,MP,FG,FGA,FGpct,3P,3PA,3Ppct,2P,2PA,2Ppct,eFGpct,FT,FTA,FTpct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,zAge,zGPlayed,zMP,zFG,zFGA,zFGpct,z3P,z3PA,z3Ppct,z2P,z2PA,z2Ppct,zeFGpct,zFT,zFTA,zFTpct,zTRB,zAST,zSTL,zBLK,zPTS,puntPctFV,puntASTFV
Damion Lee,SG,27,GSW,49,36,1423,213,511,0.417,85,239,0.356,128,272,0.471,0.5,110,126,0.873,32,207,239,133,50,6,67,116,621,0.35,0.29,0.63,0.32,0.48,-0.26,0.66,0.71,0.41,0.11,0.24,-0.29,-0.07,0.43,0.31,0.78,0.36,0.31,0.72,-0.55,0.41,209.5,211.5
Alex Len,C,26,TOT,55,12,970,177,319,0.555,16,59,0.271,161,260,0.619,0.58,68,105,0.648,100,221,321,50,23,48,55,127,438,0.11,0.56,0,0.09,-0.11,1,-0.6,-0.54,-0.18,0.39,0.19,0.91,0.68,-0.04,0.11,-0.28,0.86,-0.42,-0.28,1.15,-0.02,153.2,161.25
Kawhi Leonard,SF,28,LAC,57,57,1848,532,1133,0.47,123,325,0.378,409,808,0.506,0.524,356,402,0.886,54,348,402,280,103,33,149,113,1543,0.59,0.65,1.21,2.42,2.39,0.23,1.35,1.31,0.56,2.5,2.68,-0,0.16,3.21,2.82,0.84,1.35,1.61,2.7,0.54,2.57,451.3,451
Meyers Leonard,C,27,MIA,51,49,1034,119,234,0.509,53,128,0.414,66,106,0.623,0.622,18,28,0.643,30,230,260,55,14,15,39,107,309,0.35,0.38,0.09,-0.29,-0.37,0.58,0.07,-0.06,0.81,-0.41,-0.51,0.94,1.07,-0.6,-0.59,-0.31,0.49,-0.38,-0.62,-0.19,-0.33,121.25,126.82
Caris LeVert,SG,25,BRK,45,31,1330,311,732,0.425,80,220,0.364,231,512,0.451,0.48,140,197,0.711,49,140,189,199,53,10,118,81,842,-0.14,0.12,0.5,0.97,1.16,-0.18,0.57,0.58,0.47,0.99,1.33,-0.45,-0.25,0.77,0.95,0.01,0.06,0.9,0.83,-0.39,0.92,262.12,255.98
Damian Lillard,PG,29,POR,66,66,2474,624,1349,0.463,270,674,0.401,354,675,0.524,0.563,460,518,0.888,33,251,284,530,70,22,194,114,1978,0.83,1.05,2.08,3.02,3.06,0.16,4.03,3.73,0.72,2.03,2.08,0.14,0.52,4.39,3.88,0.85,0.63,3.83,1.47,0.1,3.59,574,553.7
Nassir Little,PF,19,POR,48,5,573,65,151,0.43,14,59,0.237,51,92,0.554,0.477,28,44,0.636,31,77,108,22,13,14,15,72,172,-1.59,0.25,-0.54,-0.65,-0.63,-0.14,-0.64,-0.54,-0.41,-0.54,-0.58,0.39,-0.28,-0.49,-0.44,-0.34,-0.43,-0.67,-0.66,-0.23,-0.65,65.28,68.83
Kevon Looney,C,23,GSW,20,4,262,29,79,0.367,1,14,0.071,28,65,0.431,0.373,9,12,0.75,28,38,66,20,12,6,12,34,68,-0.62,-0.99,-0.97,-0.88,-0.85,-0.71,-0.87,-0.85,-1.55,-0.74,-0.7,-0.61,-1.24,-0.71,-0.73,0.2,-0.69,-0.69,-0.69,-0.55,-0.89,32,32.27
Brook Lopez,C,31,MIL,68,67,1817,292,671,0.435,102,325,0.314,190,346,0.549,0.511,127,152,0.836,58,254,312,99,46,163,70,163,813,1.32,1.13,1.17,0.84,0.97,-0.09,0.97,1.31,0.12,0.64,0.58,0.34,0.04,0.63,0.54,0.6,0.8,0.01,0.57,5.82,0.86,281.58,296.7
Robin Lopez,C,31,MIL,66,5,958,147,299,0.492,35,105,0.333,112,194,0.577,0.55,28,53,0.528,56,105,161,45,10,45,63,96,357,1.32,1.05,-0.01,-0.11,-0.17,0.43,-0.25,-0.22,0.25,-0.02,-0.11,0.57,0.4,-0.49,-0.36,-0.85,-0.11,-0.47,-0.77,1.03,-0.21,122.17,126.78
Kevin Love,PF,31,CLE,56,56,1780,327,727,0.45,146,390,0.374,181,337,0.537,0.55,187,219,0.854,54,493,547,178,33,19,140,90,987,1.32,0.6,1.12,1.07,1.14,0.05,1.77,1.76,0.54,0.56,0.54,0.25,0.4,1.3,1.15,0.69,2.23,0.71,0.09,-0.03,1.26,336.98,348.58
Kyle Lowry,PG,33,TOR,58,58,2098,334,803,0.416,164,466,0.352,170,337,0.504,0.518,294,343,0.857,32,260,292,433,82,26,178,190,1126,1.81,0.69,1.56,1.12,1.38,-0.27,2.1,2.28,0.38,0.47,0.54,-0.02,0.1,2.51,2.28,0.7,0.68,2.97,1.91,0.26,1.59,377.8,358
Timothé Luwawu-Cabarrot,SG,24,BRK,47,2,853,117,269,0.435,62,160,0.388,55,109,0.505,0.55,69,81,0.852,29,98,127,29,18,7,37,106,365,-0.38,0.21,-0.16,-0.31,-0.27,-0.09,0.24,0.16,0.63,-0.51,-0.5,-0.01,0.4,-0.03,-0.11,0.68,-0.32,-0.61,-0.47,-0.51,-0.19,114.9,122.65
Trey Lyles,PF,24,SAS,63,53,1271,153,343,0.446,65,168,0.387,88,175,0.503,0.541,33,45,0.733,71,290,361,69,28,28,39,98,404,-0.38,0.91,0.42,-0.07,-0.04,0.01,0.29,0.22,0.62,-0.23,-0.2,-0.03,0.31,-0.43,-0.43,0.12,1.1,-0.25,-0.1,0.34,-0.1,166.3,175.05
Daryl Macon,SG,24,MIA,4,0,14,1,3,0.333,1,2,0.5,0,1,0,0.5,0,0,0,0,0,0,1,0,0,2,1,3,-0.38,-1.69,-1.32,-1.07,-1.08,-1.02,-0.87,-0.93,1.4,-0.98,-0.99,-4.1,-0.07,-0.81,-0.84,-3.34,-1.09,-0.86,-1.14,-0.8,-1.04,1.3,1.25
J.P. Macura,SG,24,CLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38,-1.83,-1.33,-1.07,-1.09,-4.06,-0.89,-0.95,-2.04,-0.98,-1,-4.1,-4.7,-0.81,-0.84,-3.34,-1.09,-0.86,-1.14,-0.8,-1.05,0.07,0.07
Josh Magette,PG,30,ORL,8,0,38,5,15,0.333,1,4,0.25,4,11,0.364,0.367,1,2,0.5,1,5,6,5,3,1,5,4,12,1.08,-1.52,-1.28,-1.04,-1.05,-1.02,-0.87,-0.92,-0.32,-0.94,-0.95,-1.15,-1.3,-0.8,-0.83,-0.98,-1.05,-0.82,-1.03,-0.76,-1.02,5.82,5.62
Ian Mahinmi,C,33,WAS,38,35,808,104,210,0.495,5,26,0.192,99,184,0.538,0.507,70,113,0.619,78,140,218,49,31,44,45,114,283,1.81,-0.19,-0.22,-0.39,-0.45,0.46,-0.8,-0.77,-0.72,-0.13,-0.16,0.26,-0,-0.02,0.19,-0.42,0.23,-0.43,0.01,0.99,-0.39,106.6,111.4
Thon Maker,C,22,DET,60,14,776,93,193,0.482,22,64,0.344,71,129,0.55,0.539,73,110,0.664,54,113,167,43,25,39,45,102,281,-0.86,0.78,-0.26,-0.46,-0.5,0.34,-0.49,-0.5,0.33,-0.37,-0.41,0.35,0.3,0.02,0.16,-0.21,-0.08,-0.48,-0.21,0.79,-0.39,101.33,106.62
Terance Mann,SG,23,LAC,41,6,362,37,79,0.468,7,20,0.35,30,59,0.508,0.513,18,27,0.667,10,45,55,53,11,5,18,46,99,-0.62,-0.06,-0.84,-0.83,-0.85,0.21,-0.76,-0.81,0.37,-0.72,-0.73,0.01,0.05,-0.6,-0.6,-0.2,-0.75,-0.4,-0.73,-0.59,-0.82,41.23,37.73
Boban Marjanović,C,31,DAL,44,5,422,121,211,0.573,4,17,0.235,117,194,0.603,0.583,43,57,0.754,66,131,197,20,8,10,30,56,289,1.32,0.07,-0.75,-0.28,-0.44,1.17,-0.82,-0.83,-0.42,0.02,-0.11,0.78,0.7,-0.32,-0.32,0.22,0.11,-0.69,-0.84,-0.39,-0.37,92.58,97.4
Lauri Markkanen,PF,22,CHI,50,50,1492,251,591,0.425,109,317,0.344,142,274,0.518,0.517,126,153,0.824,60,253,313,74,42,23,81,96,737,-0.86,0.34,0.72,0.57,0.72,-0.18,1.09,1.25,0.33,0.23,0.25,0.09,0.09,0.62,0.55,0.55,0.81,-0.21,0.42,0.14,0.68,242.05,256.72
Caleb Martin,SF,24,CHO,18,1,317,37,84,0.44,20,37,0.541,17,47,0.362,0.56,17,21,0.81,10,28,38,23,12,7,15,32,111,-0.38,-1.07,-0.9,-0.83,-0.84,-0.05,-0.53,-0.69,1.69,-0.83,-0.78,-1.17,0.49,-0.62,-0.65,0.48,-0.86,-0.66,-0.69,-0.51,-0.79,38,38.5
Cody Martin,SF,24,CHO,48,3,903,89,207,0.43,18,77,0.234,71,130,0.546,0.473,42,65,0.646,38,120,158,95,39,9,44,78,238,-0.38,0.25,-0.09,-0.49,-0.46,-0.14,-0.56,-0.41,-0.43,-0.37,-0.41,0.32,-0.32,-0.33,-0.25,-0.29,-0.13,-0.02,0.31,-0.43,-0.49,98.95,96.22
Jeremiah Martin,PG,23,BRK,9,0,99,24,53,0.453,5,18,0.278,19,35,0.543,0.5,11,14,0.786,1,9,10,18,7,2,4,7,64,-0.62,-1.47,-1.2,-0.92,-0.93,0.07,-0.8,-0.82,-0.13,-0.81,-0.84,0.3,-0.07,-0.68,-0.72,0.37,-1.03,-0.71,-0.88,-0.72,-0.9,20.35,19.5
Kelan Martin,SF,24,MIN,31,4,495,71,181,0.392,25,96,0.26,46,85,0.541,0.461,30,31,0.968,12,84,96,23,7,9,20,51,197,-0.38,-0.5,-0.65,-0.61,-0.54,-0.48,-0.44,-0.28,-0.25,-0.58,-0.61,0.28,-0.43,-0.47,-0.56,1.23,-0.51,-0.66,-0.88,-0.43,-0.59,70,73.73
Frank Mason III,PG,25,MIL,9,0,118,23,51,0.451,6,21,0.286,17,30,0.567,0.51,10,17,0.588,5,14,19,29,5,1,11,11,62,-0.14,-1.47,-1.17,-0.92,-0.94,0.05,-0.78,-0.8,-0.07,-0.83,-0.86,0.49,0.03,-0.69,-0.69,-0.57,-0.97,-0.61,-0.95,-0.76,-0.9,22.35,20.45
Garrison Mathews,SG,23,WAS,18,0,227,24,56,0.429,19,46,0.413,5,10,0.5,0.598,31,34,0.912,6,18,24,10,8,1,8,32,98,-0.62,-1.07,-1.02,-0.92,-0.92,-0.15,-0.54,-0.63,0.8,-0.93,-0.95,-0.05,0.84,-0.46,-0.53,0.96,-0.94,-0.78,-0.84,-0.76,-0.82,29.62,31.68
Wesley Matthews,SG,33,MIL,67,67,1635,167,422,0.396,108,297,0.364,59,125,0.472,0.524,52,68,0.765,22,144,166,92,38,9,43,103,494,1.81,1.09,0.92,0.02,0.2,-0.45,1.08,1.11,0.47,-0.47,-0.43,-0.28,0.16,-0.22,-0.22,0.27,-0.08,-0.05,0.27,-0.43,0.11,174.45,180.1
Luc Mbah a Moute,PF,33,HOU,3,0,25,2,5,0.4,0,2,0,2,3,0.667,0.4,1,2,0.5,1,1,2,0,2,0,1,0,5,1.81,-1.74,-1.3,-1.06,-1.08,-0.41,-0.89,-0.93,-2.04,-0.96,-0.98,1.3,-0.99,-0.8,-0.83,-0.98,-1.08,-0.86,-1.07,-0.8,-1.04,2,2.2
Patrick McCaw,SF,24,TOR,37,12,908,67,162,0.414,23,71,0.324,44,91,0.484,0.485,13,18,0.722,19,67,86,79,39,4,29,60,170,-0.38,-0.24,-0.08,-0.63,-0.6,-0.28,-0.47,-0.45,0.19,-0.6,-0.58,-0.18,-0.21,-0.66,-0.68,0.06,-0.57,-0.16,0.31,-0.63,-0.65,72.53,68.68
CJ McCollum,SG,28,POR,70,70,2556,611,1356,0.451,194,512,0.379,417,844,0.494,0.522,140,185,0.757,46,251,297,310,54,42,127,183,1556,0.59,1.22,2.19,2.94,3.08,0.05,2.64,2.6,0.57,2.57,2.84,-0.1,0.14,0.77,0.84,0.23,0.71,1.88,0.87,0.91,2.6,472.85,466.2
T.J. McConnell,PG,27,IND,71,3,1326,212,411,0.516,5,17,0.294,207,394,0.525,0.522,35,42,0.833,38,151,189,355,56,11,100,73,464,0.35,1.27,0.49,0.32,0.17,0.65,-0.8,-0.83,-0.02,0.78,0.8,0.15,0.14,-0.41,-0.46,0.59,0.06,2.28,0.95,-0.35,0.04,183.2,146.83
Jalen McDaniels,PF,22,CHO,16,0,293,33,70,0.471,9,24,0.375,24,46,0.522,0.536,14,17,0.824,15,50,65,13,8,3,11,36,89,-0.86,-1.16,-0.93,-0.86,-0.88,0.24,-0.73,-0.78,0.54,-0.77,-0.79,0.13,0.27,-0.65,-0.69,0.55,-0.69,-0.75,-0.84,-0.67,-0.84,32.97,34.5
Doug McDermott,PF,28,IND,69,0,1372,267,547,0.488,128,294,0.435,139,253,0.549,0.605,48,58,0.828,26,148,174,78,12,5,42,117,710,0.59,1.18,0.56,0.68,0.59,0.39,1.44,1.09,0.96,0.21,0.15,0.34,0.91,-0.27,-0.31,0.57,-0.03,-0.17,-0.69,-0.59,0.62,211.2,218.22
JaVale McGee,C,32,LAL,68,68,1130,195,306,0.637,3,6,0.5,192,300,0.64,0.642,53,82,0.646,125,265,390,37,36,94,55,159,446,1.56,1.13,0.22,0.21,-0.15,1.75,-0.84,-0.91,1.4,0.66,0.37,1.08,1.25,-0.21,-0.1,-0.29,1.28,-0.54,0.2,3.02,-0,163.73,174.38
Rodney McGruder,SG,28,LAC,56,4,871,72,181,0.398,24,89,0.27,48,92,0.522,0.464,19,34,0.559,29,122,151,36,26,8,24,74,187,0.59,0.6,-0.13,-0.6,-0.54,-0.43,-0.45,-0.33,-0.18,-0.57,-0.58,0.13,-0.4,-0.59,-0.53,-0.71,-0.17,-0.55,-0.17,-0.47,-0.61,81,84.8
Alfonzo McKinnie,SF,27,CLE,40,1,593,73,171,0.427,14,65,0.215,59,106,0.557,0.468,22,31,0.71,37,76,113,14,23,8,26,72,182,0.35,-0.1,-0.52,-0.59,-0.57,-0.16,-0.64,-0.5,-0.56,-0.47,-0.51,0.41,-0.36,-0.56,-0.56,0.01,-0.4,-0.74,-0.28,-0.47,-0.62,68.03,72.62
Jordan McLaughlin,PG,23,MIN,30,2,590,87,178,0.489,29,76,0.382,58,102,0.569,0.57,26,39,0.667,7,42,49,125,34,4,31,31,229,-0.62,-0.54,-0.52,-0.5,-0.55,0.4,-0.36,-0.42,0.59,-0.48,-0.53,0.51,0.58,-0.51,-0.49,-0.2,-0.79,0.24,0.13,-0.63,-0.51,82.85,73
Ben McLemore,SG,26,HOU,71,23,1619,242,545,0.444,181,452,0.4,61,93,0.656,0.61,50,67,0.746,21,136,157,58,45,16,50,155,715,0.11,1.27,0.9,0.51,0.58,-0.01,2.41,2.19,0.71,-0.46,-0.57,1.21,0.95,-0.24,-0.23,0.18,-0.14,-0.35,0.54,-0.15,0.63,226.08,241.78
Jordan McRae,SG,28,TOT,37,4,784,149,366,0.407,45,126,0.357,104,240,0.433,0.469,83,109,0.761,18,106,124,93,21,16,43,73,426,0.59,-0.24,-0.25,-0.1,0.03,-0.35,-0.07,-0.07,0.42,-0.09,0.1,-0.59,-0.35,0.13,0.15,0.25,-0.34,-0.04,-0.36,-0.15,-0.05,137.9,137.3
Nicolò Melli,C,29,NOP,60,8,1042,136,323,0.421,69,206,0.335,67,117,0.573,0.528,54,73,0.74,38,142,180,82,34,23,46,124,395,0.83,0.78,0.1,-0.18,-0.1,-0.22,0.37,0.48,0.27,-0.41,-0.46,0.54,0.19,-0.2,-0.18,0.15,0,-0.14,0.13,0.14,-0.12,145.08,149.45
De'Anthony Melton,PG,21,MEM,60,8,1167,161,401,0.401,40,140,0.286,121,261,0.464,0.451,93,121,0.769,43,177,220,175,77,20,84,109,455,-1.11,0.78,0.27,-0.02,0.14,-0.4,-0.16,0.02,-0.07,0.05,0.19,-0.34,-0.52,0.24,0.26,0.29,0.25,0.68,1.73,0.02,0.02,177,170.57
Chimezie Metu,PF,22,SAS,18,0,105,24,42,0.571,0,2,0,24,40,0.6,0.571,10,13,0.769,12,21,33,10,3,6,10,7,58,-0.86,-1.07,-1.19,-0.92,-0.96,1.15,-0.89,-0.93,-2.04,-0.77,-0.81,0.76,0.59,-0.69,-0.72,0.29,-0.89,-0.78,-1.03,-0.55,-0.91,19.72,19.9
Khris Middleton,SF,28,MIL,62,59,1853,471,947,0.497,147,354,0.415,324,593,0.546,0.575,208,227,0.916,44,338,382,265,53,7,137,142,1297,0.59,0.87,1.22,2.02,1.82,0.47,1.79,1.51,0.82,1.78,1.7,0.32,0.63,1.54,1.23,0.98,1.23,1.48,0.83,-0.51,1.99,387.92,384.05
Eric Mika,PF,25,SAC,1,0,19,2,3,0.667,0,0,0,2,3,0.667,0.667,2,2,1,2,5,7,0,0,0,0,5,6,-0.14,-1.83,-1.31,-1.06,-1.08,2.03,-0.89,-0.95,-2.04,-0.96,-0.98,1.3,1.48,-0.79,-0.83,1.38,-1.04,-0.86,-1.14,-0.8,-1.04,2.05,2.28
C.J. Miles,SG,32,WAS,10,0,161,19,59,0.322,11,35,0.314,8,24,0.333,0.415,15,20,0.75,4,8,12,12,10,4,4,14,64,1.56,-1.43,-1.11,-0.95,-0.91,-1.12,-0.69,-0.7,0.12,-0.91,-0.89,-1.4,-0.85,-0.64,-0.66,0.2,-1.01,-0.76,-0.77,-0.63,-0.9,22.75,23.55
Malcolm Miller,SF,26,TOR,28,1,162,12,29,0.414,8,22,0.364,4,7,0.571,0.552,3,8,0.375,2,14,16,11,5,2,4,18,35,0.11,-0.63,-1.11,-1,-1,-0.28,-0.74,-0.79,0.47,-0.94,-0.96,0.52,0.42,-0.77,-0.77,-1.57,-0.99,-0.77,-0.95,-0.72,-0.97,15.72,15.88
Patty Mills,PG,31,SAS,66,1,1485,258,598,0.431,154,403,0.382,104,195,0.533,0.56,97,112,0.866,22,86,108,118,53,6,54,105,767,1.32,1.05,0.71,0.62,0.75,-0.13,1.91,1.85,0.59,-0.09,-0.11,0.22,0.49,0.29,0.18,0.74,-0.43,0.18,0.83,-0.55,0.75,234.6,240.75
Paul Millsap,PF,34,DEN,51,48,1240,211,438,0.482,54,124,0.435,157,314,0.5,0.543,115,141,0.816,98,195,293,83,44,30,70,150,591,2.05,0.38,0.38,0.31,0.25,0.34,0.09,-0.09,0.96,0.36,0.43,-0.05,0.33,0.49,0.44,0.51,0.69,-0.13,0.5,0.42,0.34,192.88,199.65
Shake Milton,SG,23,PHI,40,24,805,134,277,0.484,58,135,0.43,76,142,0.535,0.588,51,65,0.785,15,73,88,104,20,7,47,92,377,-0.62,-0.1,-0.22,-0.19,-0.24,0.36,0.17,-0.01,0.92,-0.33,-0.35,0.23,0.75,-0.23,-0.25,0.36,-0.55,0.06,-0.4,-0.51,-0.17,119.38,115.7
Donovan Mitchell,SG,23,UTA,69,69,2364,602,1342,0.449,173,473,0.366,429,869,0.494,0.513,278,322,0.863,53,251,304,294,70,14,184,172,1655,-0.62,1.18,1.93,2.88,3.04,0.04,2.26,2.33,0.48,2.67,2.96,-0.1,0.05,2.33,2.09,0.73,0.75,1.74,1.47,-0.23,2.83,480.5,477.65
Naz Mitrou-Long,SG,26,IND,5,0,47,6,17,0.353,2,12,0.167,4,5,0.8,0.412,0,0,0,0,7,7,8,1,1,3,2,14,0.11,-1.65,-1.27,-1.03,-1.04,-0.84,-0.85,-0.86,-0.89,-0.94,-0.97,2.38,-0.88,-0.81,-0.84,-3.34,-1.04,-0.79,-1.1,-0.76,-1.02,6.75,6.33
Adam Mokoka,SG,21,CHI,11,0,112,12,28,0.429,6,15,0.4,6,13,0.462,0.536,2,4,0.5,7,3,10,4,4,0,2,17,32,-1.11,-1.38,-1.18,-1,-1.01,-0.15,-0.78,-0.84,0.71,-0.92,-0.94,-0.36,0.27,-0.79,-0.81,-0.98,-1.03,-0.83,-0.99,-0.8,-0.97,11.32,11.8
Malik Monk,SG,21,CHO,55,1,1169,212,488,0.434,58,204,0.284,154,284,0.542,0.494,82,100,0.82,27,130,157,114,25,16,77,74,564,-1.11,0.56,0.28,0.32,0.41,-0.1,0.17,0.47,-0.09,0.33,0.3,0.29,-0.12,0.12,0.07,0.53,-0.14,0.14,-0.21,-0.15,0.27,180.93,180.68
Matt Mooney,SG,22,CLE,4,0,19,1,4,0.25,0,2,0,1,2,0.5,0.25,0,0,0,0,3,3,1,2,1,0,1,2,-0.86,-1.69,-1.31,-1.07,-1.08,-1.78,-0.89,-0.93,-2.04,-0.97,-0.99,-0.05,-2.39,-0.81,-0.84,-3.34,-1.07,-0.86,-1.07,-0.76,-1.04,1.93,2
E'Twaun Moore,SG,30,NOP,56,6,1020,186,437,0.426,63,167,0.377,123,270,0.456,0.498,31,45,0.689,31,100,131,78,32,11,40,80,466,1.08,0.6,0.07,0.15,0.25,-0.17,0.26,0.21,0.56,0.07,0.23,-0.41,-0.08,-0.46,-0.43,-0.09,-0.29,-0.17,0.05,-0.35,0.04,153.43,154.9
Ja Morant,PG,20,MEM,67,67,2074,447,937,0.477,60,179,0.335,387,758,0.511,0.509,239,308,0.776,51,208,259,488,58,18,220,110,1193,-1.35,1.09,1.53,1.86,1.79,0.29,0.2,0.29,0.27,2.31,2.45,0.04,0.02,1.89,1.96,0.32,0.48,3.46,1.02,-0.07,1.75,373.38,334.42
Juwan Morgan,PF,22,UTA,21,0,134,15,26,0.577,3,8,0.375,12,18,0.667,0.635,3,4,0.75,10,19,29,6,1,2,6,19,36,-0.86,-0.94,-1.15,-0.98,-1.01,1.2,-0.84,-0.89,0.54,-0.87,-0.91,1.3,1.19,-0.77,-0.81,0.2,-0.91,-0.81,-1.1,-0.72,-0.97,14.22,14.65
Marcus Morris,SF-PF,30,TOT,62,62,1936,355,810,0.438,142,348,0.408,213,462,0.461,0.526,181,220,0.823,59,252,311,86,47,30,97,180,1033,1.08,0.87,1.34,1.26,1.4,-0.06,1.7,1.47,0.77,0.84,1.11,-0.37,0.18,1.24,1.16,0.54,0.8,-0.1,0.61,0.42,1.37,311.12,327.83
Markieff Morris,PF,30,TOT,58,17,1187,203,458,0.443,88,228,0.386,115,230,0.5,0.539,66,85,0.776,40,178,218,77,31,17,76,133,560,1.08,0.69,0.3,0.26,0.32,-0.02,0.71,0.63,0.62,0,0.05,-0.05,0.3,-0.06,-0.07,0.32,0.23,-0.18,0.01,-0.11,0.26,185.35,192.4
Monte Morris,PG,24,DEN,73,12,1636,260,566,0.459,65,172,0.378,195,394,0.495,0.517,75,89,0.843,24,113,137,255,55,17,53,73,660,-0.38,1.36,0.92,0.63,0.65,0.13,0.29,0.25,0.56,0.68,0.8,-0.09,0.09,0.04,-0.03,0.64,-0.26,1.39,0.91,-0.11,0.5,219.9,201.4
Johnathan Motley,PF,24,LAC,13,0,41,11,15,0.733,1,1,1,10,14,0.714,0.767,5,7,0.714,3,7,10,8,3,0,5,6,28,-0.38,-1.3,-1.28,-1,-1.05,2.63,-0.87,-0.94,4.85,-0.89,-0.93,1.68,2.41,-0.75,-0.78,0.03,-1.03,-0.79,-1.03,-0.8,-0.98,8.93,8.47
Emmanuel Mudiay,PG,23,UTA,54,2,850,151,327,0.462,30,87,0.345,121,240,0.504,0.508,63,83,0.759,18,108,126,116,24,10,76,72,395,-0.62,0.52,-0.16,-0.08,-0.09,0.15,-0.34,-0.34,0.34,0.05,0.1,-0.02,0.01,-0.1,-0.09,0.24,-0.32,0.16,-0.25,-0.39,-0.12,130.05,124.55
Mychal Mulder,SG,25,GSW,7,3,204,26,67,0.388,16,52,0.308,10,15,0.667,0.507,9,12,0.75,3,20,23,8,2,1,5,20,77,-0.14,-1.56,-1.05,-0.9,-0.89,-0.52,-0.6,-0.59,0.08,-0.89,-0.93,1.3,-0,-0.71,-0.73,0.2,-0.95,-0.79,-1.07,-0.76,-0.87,25.6,27.25
Dejounte Murray,PG,23,SAS,66,58,1687,294,637,0.462,41,111,0.369,253,526,0.481,0.494,91,114,0.798,69,314,383,271,111,17,125,143,720,-0.62,1.05,0.99,0.86,0.87,0.15,-0.14,-0.18,0.5,1.18,1.4,-0.21,-0.12,0.22,0.2,0.42,1.23,1.53,2.99,-0.11,0.64,268.9,254.45
Jamal Murray,PG,22,DEN,59,59,1904,408,894,0.456,112,324,0.346,296,570,0.519,0.519,163,185,0.881,45,191,236,284,67,17,127,102,1091,-0.86,0.74,1.29,1.6,1.66,0.1,1.15,1.3,0.34,1.54,1.6,0.1,0.11,1.03,0.84,0.82,0.34,1.65,1.35,-0.11,1.51,337.72,325.75
Džanan Musa,SF,20,BRK,40,0,487,64,172,0.372,19,78,0.244,45,94,0.479,0.427,45,60,0.75,21,65,86,43,15,1,36,30,192,-1.35,-0.1,-0.66,-0.65,-0.56,-0.67,-0.54,-0.41,-0.36,-0.59,-0.57,-0.22,-0.74,-0.3,-0.3,0.2,-0.57,-0.48,-0.58,-0.76,-0.6,69.62,70.72
Mike Muscala,C,28,OKC,47,2,572,77,189,0.407,54,143,0.378,23,46,0.5,0.55,18,22,0.818,16,92,108,40,9,12,17,58,226,0.59,0.21,-0.55,-0.57,-0.51,-0.35,0.09,0.04,0.56,-0.78,-0.79,-0.05,0.4,-0.6,-0.64,0.52,-0.43,-0.51,-0.81,-0.31,-0.52,84.9,88.6
Sviatoslav Mykhailiuk,SF,22,DET,56,27,1265,166,405,0.41,115,285,0.404,51,120,0.425,0.552,57,70,0.814,17,87,104,106,41,4,61,87,504,-0.86,0.6,0.41,0.02,0.15,-0.32,1.2,1.03,0.74,-0.54,-0.45,-0.66,0.42,-0.16,-0.21,0.5,-0.46,0.07,0.39,-0.63,0.13,167.07,169.3
Abdel Nader,SF,26,OKC,55,6,867,123,263,0.468,48,128,0.375,75,135,0.556,0.559,51,66,0.773,14,86,100,38,23,20,43,78,345,0.11,0.56,-0.14,-0.27,-0.28,0.21,-0.02,-0.06,0.54,-0.34,-0.38,0.4,0.48,-0.23,-0.24,0.31,-0.48,-0.53,-0.28,0.02,-0.24,109.02,113.9
Larry Nance Jr.,C,27,CLE,56,10,1472,229,431,0.531,56,159,0.352,173,272,0.636,0.596,50,74,0.676,106,303,409,123,56,22,60,91,564,0.35,0.6,0.7,0.43,0.23,0.78,0.13,0.16,0.38,0.5,0.24,1.05,0.82,-0.24,-0.17,-0.15,1.39,0.22,0.95,0.1,0.27,209.45,213.48
Shabazz Napier,PG,28,TOT,56,32,1344,188,456,0.412,76,240,0.317,112,216,0.519,0.496,126,153,0.824,26,132,158,262,69,11,128,101,578,0.59,0.6,0.52,0.16,0.31,-0.3,0.49,0.72,0.14,-0.02,-0.01,0.1,-0.1,0.62,0.55,0.55,-0.13,1.46,1.43,-0.35,0.31,207.98,192.9
Raul Neto,PG,27,PHI,54,3,668,101,222,0.455,34,88,0.386,67,134,0.5,0.532,39,47,0.83,11,50,61,95,24,6,47,50,275,0.35,0.52,-0.41,-0.41,-0.41,0.09,-0.27,-0.34,0.62,-0.41,-0.39,-0.05,0.23,-0.37,-0.41,0.57,-0.72,-0.02,-0.25,-0.55,-0.4,92.85,87.47
Malik Newman,SG,22,CLE,1,0,4,0,2,0,0,1,0,0,1,0,0,2,2,1,0,0,0,0,0,0,1,0,2,-0.86,-1.83,-1.33,-1.07,-1.09,-4.06,-0.89,-0.94,-2.04,-0.98,-0.99,-4.1,-4.7,-0.79,-0.83,1.38,-1.09,-0.86,-1.14,-0.8,-1.04,0.62,0.7
Georges Niang,PF,26,UTA,66,1,923,141,322,0.438,90,225,0.4,51,97,0.526,0.578,20,24,0.833,15,112,127,44,18,5,30,75,392,0.11,1.05,-0.06,-0.15,-0.1,-0.06,0.75,0.61,0.71,-0.54,-0.56,0.16,0.66,-0.58,-0.62,0.59,-0.32,-0.47,-0.47,-0.59,-0.13,131.25,137.98
